"","Gene","Module"
"21530","TNFSF9","pink"
"21531","CD70","turquoise"
"21532","TNFSF14","grey"
"21533","C3","yellow"
"21534","GPR108","brown"
"21535","TRIP10","brown"
"21536","107985302","pink"
"21537","SH2D3A","brown"
"21538","VAV1","magenta"
"21539","ADGRE1","turquoise"
"21540","ADGRE4P","green"
"21541","LOC112268245","turquoise"
"21542","MBD3L2B","turquoise"
"21543","MBD3L5","turquoise"
"21544","MBD3L4","turquoise"
"21545","MBD3L2","turquoise"
"21546","MBD3L3","turquoise"
"21547","ZNF557","blue"
"21548","INSR","turquoise"
"21549","ARHGEF18","brown"
"21550","107985284","brown"
"21551","PEX11G","brown"
"21552","SAXO5","brown"
"21553","LOC105372261","turquoise"
"21554","ZNF358","brown"
"21555","MCOLN1","brown"
"21556","PNPLA6","brown"
"21557","CAMSAP3","yellow"
"21558","XAB2","brown"
"21559","PET100","blue"
"21560","PCP2","brown"
"21561","STXBP2","brown"
"21562","RETN","turquoise"
"21563","MCEMP1","turquoise"
"21564","TRAPPC5","turquoise"
"21565","FCER2","grey"
"21566","CLEC4G","yellow"
"21567","CD209","yellow"
"21568","CLEC4M","turquoise"
"21569","CLEC4GP1","yellow"
"21570","EVI5L","brown"
"21571","PRR36","red"
"21572","LYPLA2P2","turquoise"
"21573","LRRC8E","grey"
"21574","MAP2K7","brown"
"21575","TGFBR3L","brown"
"21576","SNAPC2","brown"
"21577","CTXN1","yellow"
"21578","TIMM44","brown"
"21579","ELAVL1","turquoise"
"21580","LOC105372266","turquoise"
"21581","CCL25","turquoise"
"21582","FBN3","turquoise"
"21583","CERS4","greenyellow"
"21584","LOC107985282","brown"
"21585","CD320","turquoise"
"21586","NDUFA7","turquoise"
"21587","RPS28","green"
"21588","KANK3","yellow"
"21589","ANGPTL4","midnightblue"
"21590","RAB11B-AS1","green"
"21591","RAB11B","brown"
"21592","MARCHF2","brown"
"21593","HNRNPM","blue"
"21594","PRAM1","brown"
"21595","ZNF414","brown"
"21596","MYO1F","grey"
"21597","ADAMTS10","turquoise"
"21598","ACTL9","pink"
"21599","OR2Z1","turquoise"
"21600","ZNF558","blue"
"21601","MBD3L1","turquoise"
"21602","MUC16","blue"
"21603","OR1M1","turquoise"
"21604","OR7G2","turquoise"
"21605","OR7G1","turquoise"
"21606","OR7G3","turquoise"
"21607","ZNF317","grey"
"21608","OR7D2","turquoise"
"21609","OR7D4","turquoise"
"21610","OR7E24","turquoise"
"21611","ZNF699","brown"
"21612","ZNF559","blue"
"21613","ZNF559-ZNF177","blue"
"21614","ZNF177","blue"
"21615","ZNF266","blue"
"21616","LOC105372269","salmon"
"21617","ZNF560","turquoise"
"21618","ZNF426","blue"
"21619","ZNF426-DT","turquoise"
"21620","ZNF121","blue"
"21621","ZNF561","grey"
"21622","ZNF561-AS1","turquoise"
"21623","ZNF562","blue"
"21624","ZNF812P","brown"
"21625","ZNF846","blue"
"21626","FBXL12","brown"
"21627","UBL5","yellow"
"21628","PIN1","blue"
"21629","OLFM2","yellow"
"21630","COL5A3","yellow"
"21631","RDH8","turquoise"
"21632","C3P1","turquoise"
"21633","SHFL","brown"
"21634","ANGPTL6","brown"
"21635","PPAN","brown"
"21636","PPAN-P2RY11","brown"
"21637","SNORD105","purple"
"21638","P2RY11","brown"
"21639","EIF3G","brown"
"21640","DNMT1","yellow"
"21641","S1PR2","grey"
"21642","MRPL4","grey"
"21643","ICAM1","grey"
"21644","ICAM4","turquoise"
"21645","ICAM5","turquoise"
"21646","ZGLP1","brown"
"21647","FDX2","brown"
"21648","RAVER1","turquoise"
"21649","ICAM3","grey"
"21650","TYK2","brown"
"21651","CDC37","brown"
"21652","MIR1181","brown"
"21653","PDE4A","yellow"
"21654","KEAP1","blue"
"21655","S1PR5","pink"
"21656","ATG4D","brown"
"21657","KRI1","brown"
"21658","CDKN2D","grey"
"21659","AP1M2","red"
"21660","SLC44A2","green"
"21661","ILF3-DT","turquoise"
"21662","ILF3","brown"
"21663","QTRT1","brown"
"21664","DNM2","brown"
"21665","MIR199A1","brown"
"21666","MIR6793","blue"
"21667","TMED1","blue"
"21668","C19orf38","turquoise"
"21669","CARM1","brown"
"21670","YIPF2","blue"
"21671","TIMM29","grey"
"21672","SMARCA4","yellow"
"21673","LDLR-AS1","turquoise"
"21674","LDLR","grey"
"21675","MIR6886","turquoise"
"21676","SPC24","blue"
"21677","KANK2","blue"
"21678","DOCK6","yellow"
"21679","DOCK6-AS1","turquoise"
"21680","ANGPTL8","turquoise"
"21681","TSPAN16","turquoise"
"21682","RAB3D","turquoise"
"21683","TMEM205","grey"
"21684","CCDC159","brown"
"21685","PLPPR2","grey"
"21686","SWSAP1","pink"
"21687","EPOR","black"
"21688","RGL3","black"
"21689","ODAD3","turquoise"
"21690","PRKCSH","brown"
"21691","ELAVL3","turquoise"
"21692","ZNF653","pink"
"21693","ECSIT","blue"
"21694","CNN1","blue"
"21695","ELOF1","brown"
"21696","ACP5","turquoise"
"21697","ZNF627","blue"
"21698","HNRNPA1P10","grey"
"21699","ZNF833P","blue"
"21700","ZNF823","blue"
"21701","ZNF441","blue"
"21702","ZNF491","turquoise"
"21703","ZNF440","blue"
"21704","ZNF439","blue"
"21705","ZNF69","blue"
"21706","ZNF700","blue"
"21707","ZNF763","blue"
"21708","ZNF433-AS1","blue"
"21709","ZNF433","blue"
"21710","ZNF878","blue"
"21711","ZNF844","blue"
"21712","ZNF788P","turquoise"
"21713","105372275","turquoise"
"21714","ZNF625-ZNF20","blue"
"21715","ZNF20","blue"
"21716","ZNF625","grey"
"21717","ZNF136","blue"
"21718","107984139","blue"
"21719","ZNF44","blue"
"21720","ZNF563","salmon"
"21721","ZNF442","turquoise"
"21722","ZNF799","blue"
"21723","ZNF443","blue"
"21724","ZNF709","brown"
"21725","ZNF564","blue"
"21726","ZNF490","grey"
"21727","ZNF791","blue"
"21728","LOC105372279","blue"
"21729","MAN2B1","brown"
"21730","WDR83","brown"
"21731","WDR83OS","brown"
"21732","DHPS","brown"
"21733","GNG14","turquoise"
"21734","FBXW9","pink"
"21735","TNPO2","brown"
"21736","SNORD41","blue"
"21737","TRIR","blue"
"21738","GET3","blue"
"21739","BEST2","turquoise"
"21740","HOOK2","brown"
"21741","JUNB","blue"
"21742","PRDX2","turquoise"
"21743","RNASEH2A","red"
"21744","RTBDN","turquoise"
"21745","LOC105372281","turquoise"
"21746","MAST1","brown"
"21747","DNASE2","blue"
"21748","KLF1","pink"
"21749","GCDH","brown"
"21750","SYCE2","brown"
"21751","FARSA","grey"
"21752","FARSA-AS1","grey"
"21753","CALR","blue"
"21754","MIR6515","turquoise"
"21755","RAD23A","green"
"21756","GADD45GIP1","red"
"21757","DAND5","turquoise"
"21758","NFIX","blue"
"21759","LYL1","greenyellow"
"21760","LOC105372282","brown"
"21761","TRMT1","brown"
"21762","NACC1","brown"
"21763","STX10","brown"
"21764","IER2","blue"
"21765","CACNA1A","turquoise"
"21766","YJU2B","brown"
"21767","MRI1","brown"
"21768","C19orf53","red"
"21769","ZSWIM4","brown"
"21770","LOC107985334","brown"
"21771","MIR23AHG","yellow"
"21772","MIR27A","yellow"
"21773","NANOS3","pink"
"21774","MIR181C","turquoise"
"21775","BRME1","turquoise"
"21776","CC2D1A","brown"
"21777","PODNL1","turquoise"
"21778","DCAF15","brown"
"21779","RFX1","brown"
"21780","107985309","blue"
"21781","RLN3","turquoise"
"21782","IL27RA","turquoise"
"21783","PALM3","brown"
"21784","MISP3","brown"
"21785","C19orf67","turquoise"
"21786","SAMD1","brown"
"21787","PRKACA","blue"
"21788","ASF1B","blue"
"21789","ADGRL1-AS1","blue"
"21790","ADGRL1","blue"
"21791","ADGRE5","grey"
"21792","DDX39A","brown"
"21793","PKN1","blue"
"21794","PTGER1","pink"
"21795","GIPC1","blue"
"21796","DNAJB1","green"
"21797","TECR","brown"
"21798","MIR639","brown"
"21799","112268253","brown"
"21800","NDUFB7","brown"
"21801","CLEC17A","grey"
"21802","ADGRE3","turquoise"
"21803","SNORA104","blue"
"21804","ZNF333","grey"
"21805","ADGRE2","grey"
"21806","OR7C1","turquoise"
"21807","OR7A5","turquoise"
"21808","OR7A10","turquoise"
"21809","OR7A17","turquoise"
"21810","OR7C2","turquoise"
"21811","SLC1A6","turquoise"
"21812","TEKTL1","turquoise"
"21813","CASP14","grey"
"21814","OR1I1","turquoise"
"21815","SYDE1","yellow"
"21816","ILVBL","blue"
"21817","NOTCH3","purple"
"21818","MIR6795","blue"
"21819","EPHX3","turquoise"
"21820","BRD4","green"
"21821","AKAP8","brown"
"21822","AKAP8L","brown"
"21823","WIZ","brown"
"21824","RASAL3","magenta"
"21825","PGLYRP2","black"
"21826","CYP4F22","black"
"21827","CYP4F8","black"
"21828","CYP4F3","turquoise"
"21829","CYP4F12","turquoise"
"21830","OR10H2","turquoise"
"21831","OR10H3","turquoise"
"21832","CYP4F24P","turquoise"
"21833","OR10H5","turquoise"
"21834","OR10H1","turquoise"
"21835","CYP4F2","turquoise"
"21836","CYP4F11","turquoise"
"21837","OR10H4","turquoise"
"21838","LINC00905","turquoise"
"21839","TPM4","purple"
"21840","RAB8A","blue"
"21841","HSH2D","grey"
"21842","CIB3","turquoise"
"21843","FAM32A","blue"
"21844","AP1M1","blue"
"21845","KLF2","yellow"
"21846","EPS15L1","brown"
"21847","CALR3","turquoise"
"21848","C19orf44","blue"
"21849","CHERP","grey"
"21850","SLC35E1","blue"
"21851","LOC105372295","brown"
"21852","MED26","brown"
"21853","SMIM7","blue"
"21854","TMEM38A","turquoise"
"21855","NWD1","turquoise"
"21856","SIN3B","brown"
"21857","F2RL3","yellow"
"21858","CPAMD8","turquoise"
"21859","HAUS8","blue"
"21860","MYO9B","turquoise"
"21861","USE1","turquoise"
"21862","OCEL1","blue"
"21863","NR2F6","brown"
"21864","USHBP1","yellow"
"21865","BABAM1","blue"
"21866","ANKLE1","brown"
"21867","ABHD8","blue"
"21868","MRPL34","grey"
"21869","DDA1","blue"
"21870","ANO8","brown"
"21871","GTPBP3","brown"
"21872","PLVAP","purple"
"21873","CCDC194","turquoise"
"21874","BST2","blue"
"21875","BISPR","grey"
"21876","MVB12A","brown"
"21877","TMEM221","turquoise"
"21878","NXNL1","turquoise"
"21879","SLC27A1","blue"
"21880","PGLS-DT","blue"
"21881","PGLS","brown"
"21882","NIBAN3","magenta"
"21883","COLGALT1","brown"
"21884","UNC13A","turquoise"
"21885","MAP1S","blue"
"21886","FCHO1","grey"
"21887","B3GNT3","black"
"21888","INSL3","grey"
"21889","JAK3","magenta"
"21890","RPL18A","green"
"21891","SNORA68","blue"
"21892","SLC5A5","turquoise"
"21893","CCDC124","grey"
"21894","KCNN1","turquoise"
"21895","ARRDC2","brown"
"21896","IL12RB1","grey"
"21897","MAST3","blue"
"21898","PIK3R2","brown"
"21899","IFI30","green"
"21900","MPV17L2","blue"
"21901","RAB3A","brown"
"21902","PDE4C","turquoise"
"21903","IQCN","brown"
"21904","JUND","brown"
"21905","LSM4","grey"
"21906","LOC105372300","blue"
"21907","PGPEP1","black"
"21908","GDF15","black"
"21909","LRRC25","yellow"
"21910","SSBP4","brown"
"21911","ISYNA1","brown"
"21912","ELL","brown"
"21913","FKBP8","brown"
"21914","KXD1","brown"
"21915","UBA52","green"
"21916","REX1BD","brown"
"21917","CRLF1","turquoise"
"21918","TMEM59L","turquoise"
"21919","KLHL26","yellow"
"21920","CRTC1","brown"
"21921","COMP","grey"
"21922","UPF1","brown"
"21923","CERS1","pink"
"21924","GDF1","turquoise"
"21925","COPE","lightcyan"
"21926","DDX49","brown"
"21927","HOMER3","brown"
"21928","HOMER3-AS1","brown"
"21929","SUGP2","grey"
"21930","ARMC6","blue"
"21931","SLC25A42","turquoise"
"21932","TMEM161A","brown"
"21933","BORCS8-MEF2B","brown"
"21934","MEF2B","brown"
"21935","BORCS8","brown"
"21936","RFXANK","brown"
"21937","NR2C2AP","brown"
"21938","NCAN","turquoise"
"21939","HAPLN4","turquoise"
"21940","TM6SF2","turquoise"
"21941","SUGP1","brown"
"21942","MAU2","brown"
"21943","GATAD2A","brown"
"21944","MIR640","blue"
"21945","TSSK6","pink"
"21946","NDUFA13","brown"
"21947","YJEFN3","brown"
"21948","CILP2","pink"
"21949","PBX4","blue"
"21950","LPAR2","brown"
"21951","GMIP","grey"
"21952","ATP13A1","brown"
"21953","ZNF101","blue"
"21954","ZNF14","blue"
"21955","LOC101060187","turquoise"
"21956","LINC00663","turquoise"
"21957","112267872","blue"
"21958","ZNF56P","blue"
"21959","ZNF506","blue"
"21960","ZNF253","blue"
"21961","ZNF93","blue"
"21962","ZNF682","blue"
"21963","ZNF90","blue"
"21964","LOC105372310","blue"
"21965","ZNF486","black"
"21966","ZNF826P","turquoise"
"21967","MIR1270","turquoise"
"21968","ZNF737","blue"
"21969","ZNF626","blue"
"21970","LOC105372319","blue"
"21971","ZNF66","blue"
"21972","ZNF85","blue"
"21973","ZNF430","blue"
"21974","ZNF714","blue"
"21975","ZNF431","blue"
"21976","ZNF708","blue"
"21977","ZNF738","blue"
"21978","ZNF493","blue"
"21979","LOC105372321","blue"
"21980","LINC00664","blue"
"21981","ZNF429","blue"
"21982","LOC101929007","turquoise"
"21983","LOC400682","turquoise"
"21984","ZNF100","blue"
"21985","CCNYL6","blue"
"21986","ZNF43","blue"
"21987","LOC105372326","grey"
"21988","ZNF208","blue"
"21989","ZNF257","blue"
"21990","ZNF676","blue"
"21991","ZNF729","salmon"
"21992","ZNF98","blue"
"21993","GOLGA2P9","turquoise"
"21994","ZNF492","blue"
"21995","ZNF99","turquoise"
"21996","ZNF723","turquoise"
"21997","ZNF728","red"
"21998","ZNF730","blue"
"21999","ZNF724","blue"
"22000","IPO5P1","blue"
"22001","ZNF91","turquoise"
"22002","LOC107985285","grey"
"22003","ZNF675","blue"
"22004","ZNF681","blue"
"22005","RPSA2","turquoise"
"22006","ZNF726","blue"
"22007","ZNF254","blue"
"22008","HAVCR1P1","grey"
"22009","LINC00662","grey"
"22010","LINC02987","grey"
"22011","UQCRFS1","brown"
"22012","VSTM2B","turquoise"
"22013","POP4","yellow"
"22014","PLEKHF1","blue"
"22015","C19orf12","yellow"
"22016","CCNE1","blue"
"22017","URI1","grey"
"22018","ZNF536","turquoise"
"22019","TSHZ3","yellow"
"22020","LINC03103","turquoise"
"22021","ZNF507","grey"
"22022","DPY19L3-DT","grey"
"22023","DPY19L3","blue"
"22024","PDCD5","grey"
"22025","ANKRD27","grey"
"22026","RGS9BP","turquoise"
"22027","NUDT19","yellow"
"22028","TDRD12","blue"
"22029","SLC7A9","turquoise"
"22030","CEP89","grey"
"22031","FAAP24","turquoise"
"22032","RHPN2","grey"
"22033","GPATCH1","turquoise"
"22034","WDR88","blue"
"22035","LRP3","blue"
"22036","SLC7A10","yellow"
"22037","CEBPA","yellow"
"22038","CEBPA-DT","turquoise"
"22039","CEBPG","black"
"22040","PEPD","blue"
"22041","CHST8","black"
"22042","KCTD15","blue"
"22043","LSM14A","blue"
"22044","GARRE1","blue"
"22045","GPI","blue"
"22046","PDCD2L","grey"
"22047","UBA2","grey"
"22048","WTIP","yellow"
"22049","ZNF807P","turquoise"
"22050","SCGB1B2P","blue"
"22051","SCGB2B2","turquoise"
"22052","ZNF302","blue"
"22053","ZNF181","lightyellow"
"22054","ZNF599","turquoise"
"22055","ZNF30","lightyellow"
"22056","ZNF792","yellow"
"22057","GRAMD1A","brown"
"22058","SCN1B","black"
"22059","HPN","brown"
"22060","HPN-AS1","turquoise"
"22061","FXYD3","red"
"22062","MIR6887","brown"
"22063","LGI4","yellow"
"22064","FXYD1","yellow"
"22065","FXYD7","turquoise"
"22066","FXYD5","brown"
"22067","FAM187B","turquoise"
"22068","LSR","blue"
"22069","LOC105372380","blue"
"22070","USF2","brown"
"22071","HAMP","grey"
"22072","MAG","turquoise"
"22073","CD22","grey"
"22074","FFAR1","pink"
"22075","FFAR3","yellow"
"22076","GPR42","turquoise"
"22077","LINC01531","turquoise"
"22078","FFAR2","turquoise"
"22079","KRTDAP","turquoise"
"22080","DMKN","turquoise"
"22081","SBSN","turquoise"
"22082","GAPDHS","brown"
"22083","TMEM147-AS1","brown"
"22084","TMEM147","blue"
"22085","ATP4A","turquoise"
"22086","HAUS5","brown"
"22087","RBM42","blue"
"22088","ETV2","pink"
"22089","COX6B1","yellow"
"22090","UPK1A","turquoise"
"22091","UPK1A-AS1","turquoise"
"22092","ZBTB32","grey"
"22093","KMT2B","brown"
"22094","IGFLR1","grey"
"22095","U2AF1L4","brown"
"22096","PSENEN","red"
"22097","LIN37","brown"
"22098","HSPB6","yellow"
"22099","PROSER3","brown"
"22100","ARHGAP33","brown"
"22101","PRODH2","turquoise"
"22102","NPHS1","turquoise"
"22103","KIRREL2","turquoise"
"22104","LOC107985317","turquoise"
"22105","APLP1","turquoise"
"22106","NFKBID","brown"
"22107","HCST","magenta"
"22108","TYROBP","grey"
"22109","LRFN3","blue"
"22110","SDHAF1","brown"
"22111","SYNE4","brown"
"22112","ALKBH6","brown"
"22113","LOC101927572","blue"
"22114","CLIP3","turquoise"
"22115","THAP8","blue"
"22116","WDR62","blue"
"22117","OVOL3","pink"
"22118","POLR2I","brown"
"22119","TBCB","brown"
"22120","CAPNS1","blue"
"22121","COX7A1","yellow"
"22122","ZNF565","turquoise"
"22123","ZNF146","green"
"22124","LOC107985304","green"
"22125","LOC100134317","blue"
"22126","LINC00665","brown"
"22127","ZFP14","lightyellow"
"22128","ZFP82","lightyellow"
"22129","LOC644189","turquoise"
"22130","ZNF566","lightyellow"
"22131","ZNF566-AS1","turquoise"
"22132","ZNF260","lightyellow"
"22133","ZNF529","lightyellow"
"22134","ZNF529-AS1","brown"
"22135","ZNF382","lightyellow"
"22136","ZNF461","lightyellow"
"22137","ZNF567","lightyellow"
"22138","ZNF567-DT","grey"
"22139","ZNF850","lightyellow"
"22140","ZNF790-AS1","lightyellow"
"22141","ZNF790","lightyellow"
"22142","ZNF345","lightyellow"
"22143","ZNF829","turquoise"
"22144","ZNF568","lightyellow"
"22145","ZNF420","lightyellow"
"22146","ZNF585A","lightyellow"
"22147","ZNF585B","lightyellow"
"22148","ZNF383","lightyellow"
"22149","LINC01535","blue"
"22150","LOC284412","brown"
"22151","ZNF875","grey"
"22152","ZNF527","lightyellow"
"22153","ZNF569","lightyellow"
"22154","ZNF570","lightyellow"
"22155","ZNF793-AS1","lightyellow"
"22156","ZNF793","lightyellow"
"22157","ZNF571-AS1","lightyellow"
"22158","ZNF540","lightyellow"
"22159","ZNF571","lightyellow"
"22160","ZFP30","blue"
"22161","ZNF781","lightyellow"
"22162","ZNF607","lightyellow"
"22163","ZNF573","lightyellow"
"22164","LOC644554","turquoise"
"22165","WDR87BP","turquoise"
"22166","WDR87","turquoise"
"22167","SIPA1L3","turquoise"
"22168","DPF1","turquoise"
"22169","PPP1R14A","blue"
"22170","SPINT2","blue"
"22171","YIF1B","brown"
"22172","C19orf33","brown"
"22173","KCNK6","brown"
"22174","CATSPERG","turquoise"
"22175","PSMD8","green"
"22176","GGN","pink"
"22177","SPRED3","brown"
"22178","FAM98C","brown"
"22179","RASGRP4","turquoise"
"22180","RYR1","turquoise"
"22181","107985290","turquoise"
"22182","MAP4K1","magenta"
"22183","MAP4K1-AS1","magenta"
"22184","EIF3K","green"
"22185","ACTN4","green"
"22186","LOC107985291","turquoise"
"22187","CAPN12","grey"
"22188","LGALS7","grey"
"22189","LGALS7B","grey"
"22190","LGALS4","turquoise"
"22191","ECH1","blue"
"22192","HNRNPL","green"
"22193","RINL","brown"
"22194","SIRT2","blue"
"22195","NFKBIB","blue"
"22196","CCER2","turquoise"
"22197","SARS2","brown"
"22198","MRPS12","yellow"
"22199","FBXO17","turquoise"
"22200","FBXO27","turquoise"
"22201","ACP7","turquoise"
"22202","PAK4","brown"
"22203","NCCRP1","blue"
"22204","SYCN","greenyellow"
"22205","IFNL3","turquoise"
"22206","IFNL2","turquoise"
"22207","IFNL1","turquoise"
"22208","LRFN1","grey"
"22209","GMFG","grey"
"22210","SAMD4B","green"
"22211","PAF1","blue"
"22212","MED29","blue"
"22213","ZFP36","blue"
"22214","PLEKHG2","brown"
"22215","RPS16","green"
"22216","SUPT5H","blue"
"22217","SNORD175","grey"
"22218","TIMM50","blue"
"22219","DLL3","greenyellow"
"22220","SELENOV","turquoise"
"22221","EID2B","pink"
"22222","EID2","turquoise"
"22223","LGALS13","turquoise"
"22224","LGALS16","turquoise"
"22225","LGALS14","turquoise"
"22226","CLC","turquoise"
"22227","LEUTX","turquoise"
"22228","DYRK1B","brown"
"22229","FBL","blue"
"22230","FCGBP","turquoise"
"22231","107987267","blue"
"22232","PSMC4","brown"
"22233","ZNF546","blue"
"22234","ZNF780B","blue"
"22235","ZNF780A","blue"
"22236","MAP3K10","brown"
"22237","TTC9B","turquoise"
"22238","CCNP","brown"
"22239","AKT2","blue"
"22240","LOC107985289","blue"
"22241","C19orf47","brown"
"22242","PLD3","blue"
"22243","HIPK4","turquoise"
"22244","PRX","yellow"
"22245","SERTAD1","grey"
"22246","SERTAD3","brown"
"22247","SERTAD3-AS1","turquoise"
"22248","BLVRB","blue"
"22249","SPTBN4","black"
"22250","SHKBP1","brown"
"22251","LTBP4","blue"
"22252","NUMBL","blue"
"22253","COQ8B","brown"
"22254","ITPKC","turquoise"
"22255","ACTMAP","brown"
"22256","SNRPA","yellow"
"22257","MIA","greenyellow"
"22258","MIA-RAB4B","turquoise"
"22259","RAB4B-EGLN2","brown"
"22260","RAB4B","brown"
"22261","EGLN2","brown"
"22262","CYP2T1P","black"
"22263","CYP2A6","turquoise"
"22264","CYP2A7","turquoise"
"22265","CYP2G1P","turquoise"
"22266","CYP2B7P","black"
"22267","CYP2B6","turquoise"
"22268","CYP2A13","turquoise"
"22269","CYP2F1","turquoise"
"22270","CYP2S1","turquoise"
"22271","AXL","purple"
"22272","HNRNPUL1","green"
"22273","LOC105372401","grey"
"22274","CCDC97","blue"
"22275","TGFB1","blue"
"22276","B9D2","brown"
"22277","TMEM91","turquoise"
"22278","EXOSC5","blue"
"22279","BCKDHA","blue"
"22280","B3GNT8","brown"
"22281","DMAC2","blue"
"22282","ERICH4","turquoise"
"22283","PCAT19","red"
"22284","LINC01480","grey"
"22285","CEACAM21","magenta"
"22286","CEACAM4","turquoise"
"22287","CEACAM7","greenyellow"
"22288","CEACAM5","greenyellow"
"22289","CEACAM6","turquoise"
"22290","LOC112268252","turquoise"
"22291","CEACAM3","grey"
"22292","LYPD4","turquoise"
"22293","DMRTC2","turquoise"
"22294","RPS19","green"
"22295","MIR6797","brown"
"22296","CD79A","magenta"
"22297","ARHGEF1","brown"
"22298","ERFL","turquoise"
"22299","100505585","brown"
"22300","RABAC1","blue"
"22301","ATP1A3","turquoise"
"22302","GRIK5","turquoise"
"22303","ZNF574","blue"
"22304","POU2F2","magenta"
"22305","DEDD2","blue"
"22306","ZNF526","brown"
"22307","GSK3A","blue"
"22308","ERF","brown"
"22309","CIC","brown"
"22310","PAFAH1B3","red"
"22311","PRR19","brown"
"22312","TMEM145","brown"
"22313","MEGF8","blue"
"22314","CNFN","brown"
"22315","LOC101930071","yellow"
"22316","LIPE-AS1","yellow"
"22317","LIPE","yellow"
"22318","CXCL17","blue"
"22319","CEACAM1","grey"
"22320","LOC105372407","turquoise"
"22321","CEACAM8","turquoise"
"22322","PSG3","turquoise"
"22323","PSG8","turquoise"
"22324","PSG10P","turquoise"
"22325","PSG1","turquoise"
"22326","PSG6","turquoise"
"22327","PSG7","turquoise"
"22328","PSG11","turquoise"
"22329","PSG2","turquoise"
"22330","PSG5","turquoise"
"22331","PSG4","turquoise"
"22332","PSG9","turquoise"
"22333","CD177","turquoise"
"22334","TEX101","turquoise"
"22335","LYPD3","grey"
"22336","PHLDB3","brown"
"22337","ETHE1","turquoise"
"22338","ZNF575","turquoise"
"22339","XRCC1","brown"
"22340","PINLYP","turquoise"
"22341","IRGQ","turquoise"
"22342","ZNF576","blue"
"22343","ZNF428","brown"
"22344","SRRM5","turquoise"
"22345","LOC105372411","brown"
"22346","CADM4","blue"
"22347","PLAUR","grey"
"22348","IRGC","pink"
"22349","SMG9","brown"
"22350","KCNN4","greenyellow"
"22351","LYPD5","turquoise"
"22352","ZNF283","blue"
"22353","ZNF404","blue"
"22354","LOC100505715","cyan"
"22355","ZNF45","blue"
"22356","ZNF221","blue"
"22357","ZNF155","blue"
"22358","ZNF230-DT","grey"
"22359","ZNF230","blue"
"22360","ZNF222","grey"
"22361","ZNF223","blue"
"22362","ZNF284","grey"
"22363","ZNF224","blue"
"22364","ZNF225-AS1","blue"
"22365","ZNF225","blue"
"22366","ZNF234","blue"
"22367","ZNF226","blue"
"22368","ZNF227","blue"
"22369","ZNF233","blue"
"22370","ZNF235","blue"
"22371","ZNF112","blue"
"22372","ZNF285","blue"
"22373","ZNF229","blue"
"22374","ZNF180","blue"
"22375","CEACAM20","turquoise"
"22376","IGSF23","turquoise"
"22377","CEACAM16-AS1","grey"
"22378","PVR","turquoise"
"22379","CEACAM19","grey"
"22380","CEACAM16","turquoise"
"22381","BCL3","green"
"22382","MIR8085","brown"
"22383","CBLC","yellow"
"22384","BCAM","greenyellow"
"22385","NECTIN2","blue"
"22386","TOMM40","red"
"22387","APOE","green"
"22388","APOC1","turquoise"
"22389","APOC1P1","blue"
"22390","APOC4","turquoise"
"22391","APOC4-APOC2","purple"
"22392","APOC2","yellow"
"22393","CLPTM1","turquoise"
"22394","RELB","grey"
"22395","CLASRP","brown"
"22396","ZNF296","yellow"
"22397","GEMIN7","brown"
"22398","GEMIN7-AS1","brown"
"22399","PPP1R37","brown"
"22400","NKPD1","pink"
"22401","TRAPPC6A","brown"
"22402","BLOC1S3","turquoise"
"22403","EXOC3L2","turquoise"
"22404","MARK4","brown"
"22405","CKM","turquoise"
"22406","KLC3","brown"
"22407","ERCC2","brown"
"22408","PPP1R13L","brown"
"22409","POLR1G","red"
"22410","ERCC1","red"
"22411","FOSB","yellow"
"22412","RTN2","black"
"22413","PPM1N","blue"
"22414","VASP","blue"
"22415","LOC107985315","brown"
"22416","OPA3","blue"
"22417","GPR4","yellow"
"22418","EML2","brown"
"22419","EML2-AS1","pink"
"22420","GIPR","black"
"22421","SNRPD2","red"
"22422","QPCTL","brown"
"22423","FBXO46","brown"
"22424","MEIOSIN","turquoise"
"22425","SIX5","brown"
"22426","DM1-AS","brown"
"22427","DMPK","brown"
"22428","DMWD","brown"
"22429","RSPH6A","turquoise"
"22430","SYMPK","brown"
"22431","FOXA3","turquoise"
"22432","IRF2BP1","blue"
"22433","MYPOP","brown"
"22434","NANOS2","turquoise"
"22435","NOVA2","yellow"
"22436","CCDC61","turquoise"
"22437","MIR769","turquoise"
"22438","PGLYRP1","turquoise"
"22439","IGFL4","turquoise"
"22440","IGFL2","turquoise"
"22441","IGFL3","turquoise"
"22442","LOC105372424","turquoise"
"22443","IGFL1","turquoise"
"22444","HIF3A","yellow"
"22445","PPP5C","blue"
"22446","LOC105372426","turquoise"
"22447","CCDC8","yellow"
"22448","PNMA8A","turquoise"
"22449","PPP5D1P","turquoise"
"22450","PNMA8B","yellow"
"22451","CALM3","blue"
"22452","PTGIR","blue"
"22453","GNG8","turquoise"
"22454","DACT3","yellow"
"22455","PRKD2","brown"
"22456","MIR320E","blue"
"22457","LOC107987269","grey"
"22458","STRN4","brown"
"22459","FKRP","blue"
"22460","SLC1A5","blue"
"22461","AP2S1","grey"
"22462","ARHGAP35","blue"
"22463","NPAS1","turquoise"
"22464","TMEM160","grey"
"22465","ZC3H4","brown"
"22466","SAE1","blue"
"22467","BBC3","brown"
"22468","CCDC9","brown"
"22469","INAFM1","blue"
"22470","C5AR1","grey"
